ChEBI ID,ChEBI Name,SMILES,PubChem SID
192389,Quercetin 7-glucuronoside 3-sophoroside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)C(O)=O)C3)C5=CC(O)=C(O)C=C5)CO)C6OC(C(O)C(O)C6O)CO,"SID: 85391173
CID: 74978169"
178237,"5,7-Dihydroxy-3-methoxy-2-[3-methoxy-4-[(3-methyl-2-butenyl)oxy]phenyl]-4H-1-benzopyran-4-one",O1C(C2=CC(OC)=C(OCC=C(C)C)C=C2)=C(OC)C(=O)C=3C1=CC(O)=CC3O,"SID: 85377276
CID: 44259691"
176127,Terniflorin,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)COC(=O)/C=C/C5=CC=C(O)C=C5,"CID: 131752172
SID: 85375191"
191482,Isorhamnetin 3-O-[b-D-glucopyranosyl-(1->2)-a-L-rhamnopyranoside],O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)C)C5OC(C(O)C(O)C5O)CO,"SID: 85390274
CID: 14238622"
175322,Zapotin,O1C2=C(C(OC)=C(OC)C=C2)C(=O)C=C1C3=C(OC)C=CC=C3OC,"CID: 629965
SID: 85374401"
177076,Kaempferol-3-Rhamnoside-4''-Rhamnoside-7-Rhamnoside,O(C1C(O)C(O)C(OC1C)OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)C)C3)C5=CC=C(O)C=C5)C6OC(C(O)C(O)C6O)C,"SID: 85376133
CID: 14630617"
197059,Rhamnocitrin 3-rutinoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC=C(O)C=C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"SID: 85395800
CID: 44259547"
197081,Kaempferol 3-xylosyl-(1->3)-rhamnosyl-(1->6)-galactoside,O1[C@@H](OCC2O[C@@H](OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C(O)[C@@H](O)[C@H]2O)[C@@H](O)C(O[C@@H]6OC[C@@H](O)[C@H](O)C6O)[C@@H](O)C1C,"SID: 85395822
CID: 44258982"
189452,Scutellarin methyl ester,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2O)C4=CC=C(O)C=C4)C(OC)=O,"CID: 14162695
SID: 85388270"
191842,Kaempferol 3-alpha-L-arabinopyranoside,O1[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)C(O)C(O)[C@@H](O)C1,"SID: 85390629
CID: 44258911"
191704,"5,7-Dihydroxy-6-methoxyflavone 5-rhamnoside",O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC=CC=C4)C=C(O)C2OC)C,"SID: 85390492
CID: 44258413"
196985,Vitexin 6''-O-glucoside,O1C([C@H](O)[C@H](O)C(O)[C@@]1(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)[H])CO[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85395727
CID: 44257720"
184847,"2-(3,5-Dimethoxyphenyl)-3,4-dihydro-7-methoxy-2H-1-benzopyran-5-ol",O1C(CCC=2C1=CC(OC)=CC2O)C3=CC(OC)=CC(OC)=C3,"SID: 85383746
CID: 10686879"
192019,"2'',6''-Diacetylorientin",O1C(C(OC(=O)C)C(O)C(O)C1COC(=O)C)C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC(O)=C(O)C=C4,"SID: 85390805
CID: 14681456"
191629,Liquiritin apioside,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=CC=C([C@H]3OC4=C(C(=O)C3)C=CC(O)=C4)C=C2)CO)[C@@H]5OC[C@@](O)([C@H]5O)CO,"SID: 85390417
CID: 10076238"
191567,Apimaysin,O(C1C(OC(C(=O)C1O)C)C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C2O)C5OC(C(O)C(O)C5O)C,"SID: 85390357
CID: 194566"
168969,"5,2'-Dihydroxy-7,8,6'-trimethoxyflavone 2'-glucuronide",O1[C@H]([C@@H](O)C(O)C(O)[C@@H]1OC=2C(C=3OC4=C(C(=O)C3)C(O)=CC(OC)=C4OC)=C(OC)C=CC2)C(O)=O,"SID: 85368151
CID: 44258547"
168406,"6-Hydroxytricetin 6,4',5'-trimethyl eter 3'-rhamnoside",O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC=2C(OC)=C(OC)C=C(C2)C=3OC4=C(C(=O)C3)C(O)=C(OC)C(O)=C4)C,"CID: 44258530
SID: 85367594"
192519,Tetrahydoxy-flavanone pentoside,O(C1OC[C@@H](O)[C@@H](O)[C@@H]1O)C2C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4,"SID: 85391301
CID: 91872679"
197087,Kaempferol 3-(6-acetylgalactoside),O1C(C(O)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)COC(=O)C,"SID: 85395828
CID: 74978029"
168402,Tricin 7-rutinoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C(OC)=C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"CID: 44258273
SID: 85367590"
184185,"6-Hydroxyluteolin 6,7-dimethyl ether 4'-glucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(O)C=C(C=C2)C=3OC=4C(C(=O)C3)=C(O)C(OC)=C(OC)C4)CC,"SID: 85383129
CID: 44258500"
192424,eupatolitin 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C(OC)=C(OC)C3)C4=CC(O)=C(O)C=C4)CO,"SID: 85391206
CID: 44259789"
176222,Chrysoeriol 7-rutinoside,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C=C4)COC5OC(C(O)C(O)C5O)C,"CID: 14374725
SID: 85375286"
176268,"2'',3''-Di-O-p-coumaroylafzelin",O1C(C(O)C(OC(=O)/C=C/C2=CC=C(O)C=C2)C(OC(=O)/C=C/C3=CC=C(O)C=C3)C1OC4=C(OC=5C(C4=O)=C(O)C=C(O)C5)C6=CC=C(O)C=C6)C,"CID: 5320628
SID: 85375332"
167951,Laricitrin 3-galactoside,O1[C@@H]([C@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C=4C=C(OC)C(O)=C(O)C4)CO,"SID: 85367149
CID: 44259474"
168551,"5,4'-Dihidroxy-7,8,2',3'-tetramethoxy flavone 5-glucoside",O1C(C(O)C(O)C(O)C1OC=2C3=C(OC(=CC3=O)C4=C(OC)C(OC)=C(O)C=C4)C(OC)=C(OC)C2)CO,"CID: 13963764
SID: 85367739"
186901,Luteolin 3'-xylosyl(1->2)glucoside,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC=2C=C(C=CC2O)C=3OC=4C(C(=O)C3)=C(O)C=C(O)C4)CO)[C@@H]5OC[C@@H](O)[C@H](O)C5O,"SID: 85385755
CID: 44258137"
191425,Calendoflavobioside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO)C5OC(C(O)C(O)C5O)C,"SID: 85390217
CID: 14034827"
169622,"6-{[8-(2,4-dihydroxyphenyl)-7-(3,7-dimethylocta-2,6-dien-1-yl)-2-(hydroxymethyl)-2-methyl-6-oxo-2H,6H-pyrano[3,2-g]chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C3=C(OC(C=C3)(CO)C)C=C4OC(=C(C(=O)C24)C/C=C(/CCC=C(C)C)\C)C5=C(O)C=C(O)C=C5)C(O)C(O)C(O)C1C(O)=O,"CID: 131836071
SID: 85368799"
196376,"5,2',4'-Trihydroxy-3,7,8,5'-tetramethoxyflavone",O1C2=C(C(=O)C(OC)=C1C=3C(O)=CC(O)=C(OC)C3)C(O)=CC(OC)=C2OC,"SID: 85395121
CID: 44260044"
190310,"2-[3-hydroxy-2-methoxy-4-(methoxymethyl)phenyl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",O1C(C(O)CC=2C1=CC(O)=CC2O)C3=C(OC)C(O)=C(C=C3)COC,"SID: 85389113
CID: 131834214"
140769,Viscutin 1,O1[C@@H](OC=2C=3CC[C@H](OC3C=C(O)C2)C4=CC(O)=C(O)C=C4)C(OC(=O)C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)C1,"SID: 85340444
CID: 44257191"
176223,Rhamnetin 3-(4-rhamnosylrhamnoside),O(C1C(O)C(O)C(OC1C)OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC(O)=C(O)C=C4)C5OC(C(O)C(O)C5O)C,"CID: 74978385
SID: 85375287"
193425,"2,5-Dihydroxy-7-methoxy-8-methylflavanone",O1C(O)(CC(=O)C2=C1C(=C(OC)C=C2O)C)C3=CC=CC=C3,"CID: 12116708
SID: 85392198"
188110,"Chrysoeriol 7,4'-diglucuronide",O1[C@@H]([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC)C=C(C=3OC4=CC(O[C@@H]5OC([C@@H](O)[C@H](O)C5O)C(O)=O)=CC(O)=C4C(=O)C3)C=C2)C(O)=O,"SID: 85386946
CID: 44258206"
185530,Wanepimedoside A,O([C@H]1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3CCC(O)(C)C)C4=CC=C(OC)C=C4)C)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,"SID: 85384400
CID: 44259081"
168369,"6-{4-[6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5,7-dihydroxy-4-oxo-4H-chromen-2-yl]-2-methoxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC2=C(OC)C=C(C=3OC4=C(C(O)=C(C5OC(C(=O)C(O)C5O)C)C(O)=C4)C(=O)C3)C=C2)C(O)=O,"CID: 131833695
SID: 85367559"
114194,2-(4-methoxyphenyl)-1-benzopyran-4-one,COC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,"SID: 85319457
CID: 77793"
168223,Rhamnocitrin 3-(6''-acetylglucoside),O1C([C@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC=C(O)C=C4)COC(=O)C,"CID: 44259550
SID: 85367414"
197232,"3',4'-Dihydroxy-5,7-dimethoxyflavan",O1C(CCC2=C1C=C(OC)C=C2OC)C3=CC(O)=C(O)C=C3,"SID: 87350748
CID: 44257202"
187593,Moghanin A,O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C2=C(O)C3=C(OC(=C(O)C3=O)C4=CC(OC)=C(O)C(OC)=C4)C=C2O)[H],"SID: 85386435
CID: 44259487"
192603,7-Methoxyflavone,O1C2=C(C(=O)C=C1C3=CC=CC=C3)C=CC(OC)=C2,"SID: 85391385
CID: 466268"
192836,Kaempferol 3-(2''-(Z)-p-coumaroylrhamnoside),O1C([C@H](O)C(O)[C@H](OC(=O)/C=C\C2=CC=C(O)C=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C,"SID: 85391612
CID: 44259008"
177255,Hesperetin 3'-O-glucuronide,O1[C@@H](OC=2C=C(C3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C=CC2OC)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O,"SID: 85376304
CID: 46896123"
168129,Apigenin 4'-[p-coumaroyl-(->2)-glucuronyl-(1->2)-glucuronide] 7-glucuronide,O(C1C(O)C(O)C(OC1OC2=CC=C(C=C2)C=3OC4=CC(OC5OC(C(O)C(O)C5O)C(O)=O)=CC(O)=C4C(=O)C3)C(O)=O)C6OC(C(O)C(O)C6OC(=O)/C=C/C7=CC=C(O)C=C7)C(O)=O,"SID: 85367320
CID: 131752326"
169107,Limocitrol 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C(OC)=C(O)C3OC)C4=CC(OC)=C(O)C=C4)CO,"CID: 44260059
SID: 85368286"
190033,Quercetin 3-sophorotrioside 7-rhamnoside,O(C1OC(C(O)C(O)C1OC2OC(C(O)C(O)C2O)CO)CO)C3C(O)C(O)C(OC3OC4=C(OC=5C(C4=O)=C(O)C=C(OC6OC(C(O)C(O)C6O)C)C5)C7=CC(O)=C(O)C=C7)CO,"SID: 85388846
CID: 131752833"
168019,"(2S)-5,7,3',4'-Tetrahydroxyflavanone 7-(6-p-coumaroylglucoside)",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3O[C@@H](CC(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)/C=C/C5=CC=C(O)C=C5,"SID: 85367214
CID: 42607980"
188118,"3,4'-Dihydroxy-7,3',5'-trimethoxyflavone 3-galactosyl-(1->4)-xyloside",O([C@@H]1OC([C@H](O)[C@H](O)C1O)CO)[C@H]2[C@H](O)C(O)[C@@H](OC2)OC3=C(OC4=C(C3=O)C=CC(OC)=C4)C5=CC(OC)=C(O)C(OC)=C5,"SID: 85386954
CID: 44258689"
169783,"6-({5,7-dihydroxy-2-[4-hydroxy-3-(sulfooxy)phenyl]-4-oxo-4H-chromen-3-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",S(OC=1C=C(C=2OC=3C(C(=O)C2OC4OC(C(O)C(O)C4O)C(O)=O)=C(O)C=C(O)C3)C=CC1O)(O)(=O)=O,"CID: 74978248
SID: 85368957"
166620,"5,7,2'-Trihydroxy-3,6,4',5'-tetramethoxyflavone",O1C(C=2C(O)=CC(OC)=C(OC)C2)=C(OC)C(=O)C3=C1C=C(O)C(OC)=C3O,"SID: 85365860
CID: 44259895"
178307,Haginin C,O1CC(C2=C(O)C(OC)=C(O)C=C2)=CC3=C1C=C(O)C=C3,"SID: 85377345
CID: 44257525"
187289,"Isoorientin 3',6''-di-O-glucoside",O1C(O[C@@H]2OC([C@@H](O)[C@H](O)C2O)CO)[C@@H](O)[C@H](O)C(O)[C@@]1(C3=C(O)C4=C(OC(=CC4=O)C5=CC(O[C@@H]6OC([C@@H](O)[C@H](O)C6O)CO)=C(O)C=C5)C=C3O)[H],"SID: 85386138
CID: 44257982"
187157,"6-Hydroxyluteolin 5,6,3',4'-tetramethyl eter 7-cellobioside",O([C@H]1[C@H](O)C(O)[C@@H](OC1CO)OC2=C(OC)C(OC)=C3C(OC(=CC3=O)C4=CC(OC)=C(OC)C=C4)=C2)[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85386007
CID: 44258525"
190779,"3,4,5-trihydroxy-6-[2-hydroxy-4-(3,5,7-trihydroxy-6-methoxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenoxy]oxane-2-carboxylic acid",O1C(OC2=C(O)C=C(C3OC4=C(C(=O)C3O)C(O)=C(OC)C(O)=C4)C=C2)C(O)C(O)C(O)C1C(O)=O,"SID: 85389577
CID: 131835114"
191809,Kaempferol 3-(6''-malonylglucoside)-7-glucoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC=2C(=O)C=3C(OC2C4=CC=C(O)C=C4)=CC(O[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO)=CC3O)COC(=O)CC(O)=O,"SID: 85390596
CID: 44258878"
196323,"3,5-Dimethoxy-6,7-methylenedioxyflavone",O1C=2C(=C(OC)C=3OCOC3C2)C(=O)C(OC)=C1C4=CC=CC=C4,"SID: 85395068
CID: 477645"
192432,Hibiscitrin,O1C(C(O)C(O)C(O)C1OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3O)C4=CC(O)=C(O)C(O)=C4)CO,"SID: 85391214
CID: 15559736"
192004,Patuletin 3-gentiobioside,O1C([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85390790
CID: 44259783"
166628,Icaritin 3-rhamnoside,O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC2=C(OC3=C(CCC(O)(C)C)C(O)=CC(O)=C3C2=O)C4=CC=C(OC)C=C4)C,"SID: 85365868
CID: 44259069"
187181,Mumenin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC=C(OC)C=C4)CO,"SID: 85386031
CID: 90657201"
191517,6''-O-Malonyldaidzin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC=3OC(=CC(=O)C3C=C2)C4=CC=C(O)C=C4)COC(=O)CC(O)=O,"SID: 85390308
CID: 122360680"
191972,Glucoliquiritin apioside,O(C1C(O)C(O)C(OC1OC2=CC=C(C3OC4=C(C(=O)C3)C=CC(OC5OC(C(O)C(O)C5O)CO)=C4)C=C2)CO)C6OCC(O)(C6O)CO,"SID: 85390759
CID: 74819335"
140081,"5,4'-dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone",C12=C(C(=C3C(=C1)OC(=C(C3=O)OC)C4=CC(=C(C=C4)O)OC)O)OCO2,"SID: 85339762
CID: 44259873"
186642,"5,2'-Dihydroxy-7,4',5'-trimethoxyflavanone",O1C(CC(=O)C=2C1=CC(OC)=CC2O)C=3C(O)=CC(OC)=C(OC)C3,"SID: 85385496
CID: 42608056"
168747,"7-(3,4-dihydroxy-5-methoxyphenyl)-6,11-dihydroxy-3-(4-hydroxyphenyl)-2?,8-dioxatricyclo[7.3.1.0?,??]trideca-1(13),2,4,6,9,11-hexaen-2-ylium",O1C=2C3=C(C(O)=C1C=4C=C(OC)C(O)=C(O)C4)C=C(OC3=CC(=[OH+])C2)C5=CC=C(O)C=C5,"SID: 85367932
CID: 131838531"
193446,"5,7,8-trihydroxy-2-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",O1C(CC(=O)C2=C1C(O)=C(O)C=C2O)C3=CC=C(OC)C=C3,"CID: 73196474
SID: 85392219"
187353,"5,4'-Dihydroxy-6,7,8-trimethoxyflavanone",O1C(CC(=O)C=2C1=C(OC)C(OC)=C(OC)C2O)C3=CC=C(O)C=C3,"SID: 85386202
CID: 42608125"
168989,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",O1C(C(OC)C(=O)C2=C1C=C(O)C(OC)=C2O)C3=CC(O)=C(OC)C=C3,"SID: 85368171
CID: 131836442"
191555,4'-Methyl-(-)-epigallocatechin 3'-glucuronide,O1[C@@H](OC2=CC([C@H]3OC=4C(C[C@H]3O)=C(O)C=C(O)C4)=CC(O)=C2OC)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O,"SID: 85390345
CID: 76972097"
169428,"3,4,5-trihydroxy-6-{[7-hydroxy-6-(3-methylbut-2-en-1-yl)-4-oxo-2-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-5-yl]oxy}oxane-2-carboxylic acid",O1C(OC=2C3=C(OC(CC3=O)C=4C(O)=CC(O)=C(O)C4)C=C(O)C2CC=C(C)C)C(O)C(O)C(O)C1C(O)=O,"CID: 131836682
SID: 85368606"
187044,Acacetin 7-Rhamnosyl-(1->6)[2''-acetylglucosyl-(1->2)glucoside],O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(OC)C=C4)CO[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C)[C@@H]6OC([C@@H](O)[C@H](O)C6OC(=O)C)CO,"SID: 85385896
CID: 44257903"
180417,"5,7,2',4'-Tetrahydroxy-6,8,5'-trimethoxyflavone",O1C=2C(=C(O)C(OC)=C(O)C2OC)C(=O)C=C1C=3C(O)=CC(O)=C(OC)C3,"CID: 44258656
SID: 85379430"
180893,Quercetin 3-(glucosyl-(1->4)-rhamnoside) 7-rutinoside,O(C1C(O)C(O)C(OC1C)OC=2C(=O)C=3C(OC2C4=CC(O)=C(O)C=C4)=CC(OC5OC(C(O)C(O)C5O)COC6OC(C(O)C(O)C6O)C)=CC3O)C7OC(C(O)C(O)C7O)CO,"CID: 74978230
SID: 85379904"
169268,Pebrellin,O1C=2C(=C(O)C(O)=C(OC)C2OC)C(=O)C=C1C3=CC(OC)=C(OC)C=C3,"CID: 632255
SID: 85368446"
188059,"5,4'-Dihydroxy-3,6,3'-trimethoxy-7-prenyloxyflavone",O1C=2C(=C(O)C(OC)=C(OCC=C(C)C)C2)C(=O)C(OC)=C1C3=CC(OC)=C(O)C=C3,"SID: 85386896
CID: 44259865"
184695,Rhamnazin 3-(6''-acetylglucoside),O1[C@@H]([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC(OC)=C(O)C=C4)COC(=O)C,"SID: 85383599
CID: 44259613"
186093,Apigenin 7-[6''-(3-Hydroxy-3-methylglutaryl)glucoside],O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)COC(=O)CC(O)(CC(O)=O)C,"SID: 85384953
CID: 44257857"
184538,Apigeniflavan 5-O-xyloside,O1[C@@H](OC=2C=3CC[C@H](OC3C=C(O)C2)C4=CC=C(O)C=C4)C(O)[C@@H](O)[C@H](O)C1,"SID: 85383459
CID: 44257188"
184653,Fisetin 3-methyl ether,O1C(=C(OC)C(=O)C2=C1C=C(O)C=C2)C3=CC(O)=C(O)C=C3,"SID: 85383562
CID: 9839293"
189019,Cyanidin 3-arabinoside,[Cl-].O1[C@@H](OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H](O)C1,"CID: 91810602
SID: 85387840"
193370,"5,2',3'-Trihydroxy-3,7,8-trimethoxyflavone",O1C2=C(C(=O)C(OC)=C1C3=C(O)C(O)=CC=C3)C(O)=CC(OC)=C2OC,"CID: 14134167
SID: 85392144"
180155,"3',4'-Dihydroxy-7-methoxyflavan",O1[C@@H](CCC2=C1C=C(OC)C=C2)C3=CC(O)=C(O)C=C3,"CID: 14157886
SID: 85379170"
176377,Isorhamnetin rutinoside,O1C([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C,"CID: 133562525
SID: 85375439"
189496,Leucoside,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO)[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O,"CID: 44566720
SID: 85388314"
191671,Isoscoparin 2''-(6-(E)-feruloylglucoside) 4'-glucoside,O(C1C(O)C(O)C(OC1C2=C(O)C3=C(OC(=CC3=O)C4=CC(OC)=C(OC5OC(C(O)C(O)C5O)CO)C=C4)C=C2O)CO)C6OC(C(O)C(O)C6O)COC(=O)/C=C/C7=CC(OC)=C(O)C=C7,"SID: 85390459
CID: 131752162"
175614,Agamanone,O1C(CC(=O)C2=C1C=C(O)C(OC)=C2O)C3=CC=4OCOC4C(OC)=C3,"CID: 42608105
SID: 85374687"
193386,"5,3'-Dihydroxy-6,7,4',5'-tetramethoxyflavanone",O1C(CC(=O)C=2C1=CC(OC)=C(OC)C2O)C=3C=C(OC)C(OC)=C(O)C3,"CID: 10833336
SID: 85392159"
188428,"3-hydroxy-2-(3-methoxyphenyl)-7-(sulfinooxy)-3,4-dihydro-2H-1-benzopyran-5-olate",S(OC=1C=C2OC(C(O)CC2=C([O-])C1)C3=CC(OC)=CC=C3)(O)=O,"SID: 85387257
CID: 131834170"
186599,"5,6,7-Trihydroxyflavone 7-(6''-malonylglucoside)",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2O)C4=CC=CC=C4)COC(=O)CC(O)=O,"SID: 85385454
CID: 44258411"
196383,"5,7,3'-Trihydroxy-3,6,8,4'-tetramethoxyflavone",O1C=2C(C(=O)C(OC)=C1C3=CC(O)=C(OC)C=C3)=C(O)C(OC)=C(O)C2OC,"SID: 85395128
CID: 21599528"
180250,Lanceolatin A,O1C=2C(\C=C\C(O)(C)C)=C(OC)C=CC2C(=O)C=C1C3=CC=CC=C3,"CID: 6442389
SID: 85379264"
175934,"7-Hydroxy-3',4',5,6,8-pentamethoxyflavone",O1C2=C(C(OC)=C(OC)C(O)=C2OC)C(=O)C=C1C3=CC(OC)=C(OC)C=C3,"CID: 10452846
SID: 85375002"
197043,Laricitrin 3-rutinoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C=4C=C(OC)C(O)=C(O)C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"SID: 85395784
CID: 44259476"
178238,"5,4'-Dihydroxy-3,3'-dimethoxy-7-prenyloxyflavone",O1C=2C(C(=O)C(OC)=C1C3=CC(OC)=C(O)C=C3)=C(O)C=C(OCC=C(C)C)C2,"SID: 85377277
CID: 44259689"
185024,"5,7-Dihydroxy-8,2'-dimethoxyflavone 7-glucuronide",O1[C@@H](OC2=C(OC)C=3OC(=CC(=O)C3C(O)=C2)C=4C(OC)=CC=CC4)C(O)[C@@H](O)[C@H](O)C1C(O)=O,"SID: 85383914
CID: 44258541"
180769,"6-{[3,5-dihydroxy-2-(3-hydroxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C=C3OC(C4=CC=5CC(O)C(OC5C=C4)(C)C)=C(O)C(=O)C3=C(O)C2)C(O)C(O)C(O)C1C(O)=O,"CID: 131832478
SID: 85379780"
184937,"3,6-Dihydroxy-2-[4-methoxy-3-(sulfooxy)phenyl]-7-sulfino-3,4-dihydro-2H-1-benzopyran-5-olate",S(O)(=O)C=1C=C2OC(C(O)CC2=C(O)C1[O-])C3=CC(OS(O)(=O)=O)=C(OC)C=C3,"SID: 85383832
CID: 131834275"
192639,Syringetin-3-O-glucoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C(OC)=C4)CO,"SID: 85391421
CID: 5321577"
176111,Peonidin 3-arabinoside,[Cl-].O1[C@@H](OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H](O)C1,"CID: 91810651
SID: 85375175"
189739,isorhamnetin 3-glucuronide,O1[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O,"CID: 5491630
SID: 85388556"
